ORDER_ID,CUSTOMER_ID,ORDER_DATE,CATEGORY,           PRICE,    QUANTITY,REVENUE,PAYMENT_METHOD,CUSTOMER_AGE,GENDER,REVIEW_SCORE,IS_RETURNED
O103923,C1050,7/14/2023,Sports,208.2,2,416.4,UPI,48,Male,5,0
O103924,C1456,5/6/2023,Home,36.66,1,36.66,Credit Card,60,Female,5,0
O103925,C1183,8/30/2023,Clothing,392.62,2,785.24,UPI,26,Female,4,0
O103926,C1253,4/27/2023,Sports,269.29,2,538.58,UPI,59,Male,5,1
O103927,C1354,2/9/2023,Electronics,113.9,1,113.9,UPI,56,Male,3,0
O103928,C1119,7/30/2023,Electronics,347.83,4,1391.32,PayPal,45,Female,5,0
O103929,C1212,10/1/2023,Beauty,429.47,4,1717.88,Credit Card,36,Male,4,0
O103930,C1349,10/8/2023,Sports,83.24,3,249.72,PayPal,53,Male,5,0
O103931,C1378,4/20/2023,Clothing,460.62,4,1842.48,Debit Card,41,Male,3,0
O103932,C1019,5/12/2023,Electronics,79.11,1,79.11,UPI,20,Female,4,0
O103933,C1062,5/24/2023,Beauty,169.79,3,509.37,UPI,28,Female,5,0
O103934,C1458,4/18/2023,Electronics,264.65,4,1058.6,Debit Card,63,Male,3,0
O103935,C1314,3/2/2023,Electronics,146.06,4,584.24,Debit Card,23,Male,5,0
O103936,C1023,9/1/2023,Beauty,45.69,2,91.38,Debit Card,64,Male,4,0
O103937,C1337,12/23/2023,Beauty,396.01,3,1188.03,Credit Card,46,Female,1,0
O103938,C1419,4/21/2023,Sports,370.19,2,740.38,Debit Card,53,Male,4,0
O103939,C1046,9/15/2023,Books,41.94,4,167.76,PayPal,56,Female,5,0
O103940,C1001,8/7/2023,Beauty,292.42,2,584.84,Debit Card,46,Female,4,0
O103941,C1386,8/20/2023,Books,93.57,2,187.14,PayPal,56,Male,4,0
O103942,C1379,2/19/2023,Beauty,401.41,1,401.41,UPI,63,Male,2,1
O103943,C1342,5/21/2023,Clothing,274.68,3,824.04,PayPal,18,Male,3,0
O103944,C1120,1/24/2023,Beauty,440.48,4,1761.92,PayPal,53,Male,4,0
O103945,C1424,4/18/2023,Clothing,436.92,2,873.84,PayPal,32,Female,4,1
O103946,C1236,2/1/2023,Beauty,361.25,2,722.5,Bank Transfer,30,Male,3,0
O103947,C1317,3/10/2023,Electronics,418.75,3,1256.25,Credit Card,29,Male,5,0
O103948,C1188,11/18/2023,Home,278.82,2,557.64,Bank Transfer,48,Male,2,0
O103949,C1353,2/2/2023,Clothing,405.01,2,810.02,Bank Transfer,34,Female,4,0
O103950,C1004,3/29/2023,Home,486.99,2,973.98,Credit Card,36,Male,4,0
O103951,C1351,8/4/2023,Electronics,214.95,2,429.9,Credit Card,47,Male,4,0
O103952,C1109,2/7/2023,Clothing,424.91,3,1274.73,Bank Transfer,22,Male,3,0
O103953,C1223,4/28/2023,Beauty,61.47,3,184.41,PayPal,59,Female,5,1
O103954,C1366,9/24/2023,Beauty,171.37,4,685.48,UPI,26,Female,1,0
O103955,C1454,8/20/2023,Clothing,100.64,1,100.64,UPI,28,Male,2,0
O103956,C1489,8/18/2023,Sports,228.32,1,228.32,PayPal,63,Female,5,1
O103957,C1143,6/11/2023,Home,25.76,2,51.52,UPI,19,Male,5,0
O103958,C1475,1/11/2023,Clothing,476.83,2,953.66,Bank Transfer,23,Female,3,0
O103959,C1193,10/2/2023,Sports,154.67,1,154.67,Credit Card,58,Male,3,0
O103960,C1408,12/22/2023,Clothing,138.26,4,553.04,Credit Card,56,Male,4,0
O103961,C1378,12/25/2023,Books,190.3,3,570.9,Credit Card,31,Female,3,0
O103962,C1203,11/29/2023,Books,26.46,1,26.46,PayPal,60,Male,5,1
O103963,C1266,4/3/2023,Books,328.43,4,1313.72,PayPal,33,Male,4,0
O103964,C1124,1/26/2023,Books,493.79,1,493.79,UPI,38,Male,5,0
O103965,C1124,10/3/2023,Books,362.66,4,1450.64,Credit Card,39,Female,5,0
O103966,C1269,10/3/2023,Electronics,278.08,1,278.08,Debit Card,56,Female,5,0
O103967,C1171,10/9/2023,Clothing,263.99,2,527.98,PayPal,41,Male,4,0
O103968,C1219,9/9/2023,Clothing,28.57,2,57.14,PayPal,33,Male,3,0
O103969,C1358,11/22/2023,Electronics,29.39,4,117.56,UPI,42,Male,4,0
O103970,C1320,8/15/2023,Electronics,214.44,4,857.76,Bank Transfer,57,Male,4,0
O103971,C1378,6/14/2023,Sports,325.8,2,651.6,PayPal,53,Female,3,0
O103972,C1434,6/22/2023,Electronics,118.01,2,236.02,Credit Card,64,Male,1,1
O103973,C1400,1/14/2023,Beauty,210.87,2,421.74,Credit Card,50,Male,2,0
O103974,C1043,6/15/2023,Clothing,430.77,3,1292.31,UPI,42,Male,5,0
O103975,C1043,12/19/2023,Clothing,240.86,1,240.86,Bank Transfer,34,Male,4,0
O103976,C1225,10/3/2023,Beauty,111.77,4,447.08,Debit Card,54,Male,3,0
O103977,C1404,11/19/2023,Beauty,470.81,3,1412.43,UPI,30,Male,4,0
O103978,C1369,3/18/2023,Home,310.07,3,930.21,Debit Card,27,Female,4,0
O103979,C1345,2/28/2023,Books,261.1,3,783.3,Debit Card,60,Female,5,0
O103980,C1134,3/23/2023,Electronics,311.61,4,1246.44,UPI,60,Male,4,0
O103981,C1308,12/9/2023,Books,200.31,2,400.62,UPI,40,Female,4,0
O103982,C1148,9/9/2023,Books,312.61,2,625.22,Credit Card,31,Male,5,0
O103983,C1090,5/28/2023,Books,407.47,3,1222.41,UPI,55,Male,5,0
O103984,C1161,7/14/2023,Sports,89.72,3,269.16,Credit Card,50,Female,4,1
O103985,C1240,1/14/2023,Electronics,360.82,4,1443.28,UPI,28,Male,5,0
O103986,C1002,12/5/2023,Home,187.83,1,187.83,PayPal,51,Female,4,0
O103987,C1177,11/22/2023,Home,121.26,3,363.78,Credit Card,25,Female,3,0
O103988,C1371,9/22/2023,Home,33.81,3,101.43,UPI,39,Male,3,0
O103989,C1208,7/13/2023,Books,107.08,4,428.32,Credit Card,58,Male,4,0
O103990,C1212,3/18/2023,Home,306.24,2,612.48,UPI,47,Male,5,0
O103991,C1165,7/9/2023,Beauty,243.22,1,243.22,Credit Card,32,Female,3,0
O103992,C1159,3/29/2023,Books,458.49,3,1375.47,Bank Transfer,26,Male,5,0
O103993,C1283,1/1/2024,Electronics,120.07,1,120.07,Bank Transfer,49,Male,4,0
O103994,C1209,4/17/2023,Clothing,190.24,3,570.72,Bank Transfer,43,Female,5,0
O103995,C1317,7/1/2023,Electronics,408.14,2,816.28,UPI,42,Male,5,0
O103996,C1065,2/3/2023,Electronics,191.78,4,767.12,Debit Card,46,Male,5,0
O103997,C1476,3/4/2023,Sports,233.07,1,233.07,Debit Card,22,Male,3,0
O103998,C1456,10/12/2023,Books,104.33,3,312.99,Credit Card,35,Female,4,1
O103999,C1321,5/13/2023,Beauty,102.68,4,410.72,PayPal,64,Female,2,0
O104000,C1256,5/8/2023,Books,221.7,2,443.4,PayPal,29,Female,5,0
O104001,C1368,4/7/2023,Books,404.18,2,808.36,Credit Card,60,Female,4,0
O104002,C1138,5/5/2023,Clothing,247.23,1,247.23,Credit Card,40,Male,3,1
O104003,C1357,7/24/2023,Books,79.75,3,239.25,Debit Card,58,Male,4,0
O104004,C1268,10/20/2023,Beauty,332.25,1,332.25,Debit Card,34,Female,4,0
O104005,C1153,3/23/2023,Electronics,164.95,1,164.95,PayPal,59,Female,5,0
O104006,C1388,3/8/2023,Home,428.71,4,1714.84,UPI,60,Female,4,0
O104007,C1110,2/23/2023,Home,276.86,3,830.58,Debit Card,36,Male,5,0
O104008,C1237,1/21/2023,Sports,160.63,3,481.89,Debit Card,20,Female,4,0
O104009,C1081,7/1/2023,Home,251.73,4,1006.92,Debit Card,63,Male,4,0
O104010,C1096,7/26/2023,Clothing,308.49,3,925.47,Debit Card,34,Female,5,0
O104011,C1279,12/16/2023,Clothing,26.08,1,26.08,Debit Card,41,Male,5,0
O104012,C1492,1/12/2023,Beauty,77.84,2,155.68,Credit Card,56,Female,2,0
O104013,C1194,6/7/2023,Sports,255.81,1,255.81,Debit Card,28,Female,2,0
O104014,C1263,10/22/2023,Books,246.99,1,246.99,UPI,62,Male,5,0
O104015,C1396,4/26/2023,Beauty,91.16,4,364.64,Credit Card,23,Female,4,0
O104016,C1124,10/12/2023,Beauty,453.4,1,453.4,UPI,29,Male,4,0
O104017,C1426,5/22/2023,Home,169.38,4,677.52,PayPal,61,Female,4,0
O104018,C1313,12/23/2023,Electronics,107.19,1,107.19,Debit Card,29,Male,3,0
O104019,C1149,12/18/2023,Beauty,257.94,1,257.94,Credit Card,25,Female,2,0
O104020,C1123,4/15/2023,Clothing,38.54,2,77.08,PayPal,32,Female,1,0
O104021,C1100,9/27/2023,Home,420.06,4,1680.24,UPI,58,Female,2,0
O104022,C1453,12/29/2023,Electronics,337.76,4,1351.04,Bank Transfer,26,Male,5,1
O104023,C1414,3/14/2023,Electronics,425.97,1,425.97,Credit Card,27,Male,5,0
O104024,C1365,11/4/2023,Sports,340.92,4,1363.68,UPI,47,Female,4,0
O104025,C1370,3/5/2023,Books,191.1,3,573.3,Credit Card,18,Male,1,0
O104026,C1124,10/31/2023,Electronics,477.61,2,955.22,PayPal,42,Female,5,0
O104027,C1111,3/10/2023,Sports,22.01,3,66.03,Debit Card,48,Male,3,0
O104028,C1021,7/28/2023,Electronics,159.49,4,637.96,Credit Card,47,Male,4,0
O104029,C1471,11/10/2023,Books,318.5,3,955.5,Bank Transfer,44,Female,1,0
O104030,C1200,2/18/2023,Sports,39.73,3,119.19,UPI,61,Female,1,0
O104031,C1399,10/10/2023,Beauty,262.9,4,1051.6,UPI,45,Male,2,0
O104032,C1006,4/5/2023,Clothing,117.51,3,352.53,Credit Card,29,Male,5,0
O104033,C1301,2/24/2023,Home,289.02,1,289.02,Bank Transfer,20,Male,3,0
O104034,C1282,3/7/2023,Books,328.9,2,657.8,UPI,43,Male,5,0
O104035,C1126,12/19/2023,Sports,399.29,4,1597.16,Debit Card,59,Female,4,0
O104036,C1327,12/26/2023,Sports,311.45,4,1245.8,Debit Card,64,Female,4,0
O104037,C1422,11/2/2023,Electronics,424.29,1,424.29,Bank Transfer,46,Male,4,0
O104038,C1452,11/14/2023,Beauty,145.25,2,290.5,PayPal,42,Female,3,0
O104039,C1189,11/9/2023,Home,439.3,1,439.3,PayPal,38,Male,5,0
O104040,C1040,6/9/2023,Books,20.74,4,82.96,Credit Card,44,Male,1,0
O104041,C1446,9/27/2023,Beauty,29.27,2,58.54,UPI,35,Female,5,0
O104042,C1056,10/4/2023,Home,102.49,3,307.47,PayPal,28,Male,3,0
O104043,C1204,9/29/2023,Sports,364.87,2,729.74,Debit Card,35,Male,5,0
O104044,C1301,3/13/2023,Sports,137.33,4,549.32,PayPal,41,Male,5,0
O104045,C1418,3/22/2023,Clothing,160.9,4,643.6,UPI,39,Male,1,0
O104046,C1038,5/3/2023,Sports,229.38,2,458.76,Debit Card,60,Female,4,0
O104047,C1173,8/3/2023,Electronics,73.88,2,147.76,Credit Card,21,Female,4,1
O104048,C1479,1/19/2023,Beauty,71.66,1,71.66,Debit Card,32,Male,5,0
O104049,C1267,10/2/2023,Sports,177.76,3,533.28,Credit Card,24,Female,5,0
O104050,C1323,1/11/2023,Home,264.5,3,793.5,PayPal,34,Female,5,0
O104051,C1480,7/22/2023,Sports,312.25,3,936.75,Bank Transfer,22,Male,4,0
O104052,C1266,12/22/2023,Electronics,371.27,1,371.27,Credit Card,27,Male,5,0
O104053,C1219,1/10/2023,Electronics,269.33,2,538.66,PayPal,61,Male,5,0
O104054,C1267,4/15/2023,Home,150.92,4,603.68,Bank Transfer,23,Female,4,1
O104055,C1453,11/8/2023,Electronics,86.89,3,260.67,Credit Card,26,Female,3,1
O104056,C1079,12/17/2023,Sports,54.25,2,108.5,Credit Card,33,Female,5,0
O104057,C1482,4/19/2023,Electronics,477.3,1,477.3,PayPal,33,Male,3,0
O104058,C1131,6/24/2023,Home,151.85,3,455.55,Credit Card,62,Female,5,1
O104059,C1261,10/9/2023,Clothing,39.87,3,119.61,Bank Transfer,56,Male,2,0
O104060,C1249,11/17/2023,Sports,161.96,4,647.84,Bank Transfer,27,Male,4,0
O104061,C1319,4/18/2023,Books,72.69,3,218.07,Debit Card,60,Female,4,0
O104062,C1384,1/21/2023,Electronics,227.42,3,682.26,PayPal,29,Female,5,0
O104063,C1459,10/11/2023,Electronics,193.67,1,193.67,UPI,27,Female,5,1
O104064,C1400,4/10/2023,Home,399.5,1,399.5,Debit Card,24,Male,2,0
O104065,C1245,12/8/2023,Books,484.58,4,1938.32,UPI,55,Male,2,0
O104066,C1209,1/24/2023,Clothing,368.33,2,736.66,PayPal,39,Female,3,0
O104067,C1315,3/5/2023,Electronics,15.79,2,31.58,Credit Card,50,Female,3,0
O104068,C1232,12/20/2023,Beauty,402.3,1,402.3,Credit Card,64,Male,3,0
O104069,C1260,7/8/2023,Books,225.19,1,225.19,UPI,45,Male,5,0
O104070,C1412,5/29/2023,Home,417.2,2,834.4,UPI,44,Male,2,1
O104071,C1479,1/9/2023,Beauty,295.95,2,591.9,Bank Transfer,22,Female,4,0
O104072,C1299,3/26/2023,Sports,360.76,4,1443.04,UPI,49,Female,4,0
O104073,C1393,11/16/2023,Books,457.52,1,457.52,Bank Transfer,61,Female,4,0
O104074,C1426,10/10/2023,Beauty,465.5,4,1862,UPI,58,Female,4,0
O104075,C1046,9/25/2023,Home,285.47,1,285.47,PayPal,42,Female,5,0
O104076,C1297,7/16/2023,Beauty,22.42,4,89.68,UPI,61,Male,1,0
O104077,C1076,6/19/2023,Books,283.1,3,849.3,Credit Card,42,Female,5,0
O104078,C1011,9/14/2023,Home,425.81,2,851.62,UPI,37,Male,1,0
O104079,C1489,3/31/2023,Clothing,419.19,1,419.19,Credit Card,29,Male,2,0
O104080,C1430,4/25/2023,Home,370.95,4,1483.8,PayPal,18,Female,4,0
O104081,C1207,10/16/2023,Books,56,1,56,Credit Card,37,Female,5,0
O104082,C1319,12/25/2023,Electronics,131.96,4,527.84,UPI,54,Female,5,0
O104083,C1080,7/23/2023,Beauty,343.11,4,1372.44,Credit Card,36,Female,3,0
O104084,C1392,8/2/2023,Electronics,467.16,2,934.32,Bank Transfer,26,Male,3,0
O104085,C1384,4/21/2023,Home,22.73,1,22.73,UPI,62,Male,4,0
O104086,C1267,11/7/2023,Clothing,43.02,4,172.08,Debit Card,47,Female,5,1
O104087,C1333,5/5/2023,Books,366.61,2,733.22,PayPal,43,Male,5,0
O104088,C1429,5/26/2023,Electronics,216.35,4,865.4,Debit Card,60,Female,4,0
O104089,C1455,12/6/2023,Electronics,46.32,3,138.96,PayPal,43,Female,4,0
O104090,C1175,1/16/2023,Books,114.51,1,114.51,PayPal,46,Female,3,0
O104091,C1303,7/3/2023,Books,244.76,2,489.52,PayPal,24,Female,3,0
O104092,C1339,5/17/2023,Electronics,405.07,3,1215.21,UPI,22,Female,3,0
O104093,C1294,7/13/2023,Home,125.51,3,376.53,Bank Transfer,54,Male,5,0
O104094,C1473,4/21/2023,Electronics,350.96,1,350.96,UPI,38,Female,5,0
O104095,C1415,8/7/2023,Electronics,479.48,4,1917.92,PayPal,23,Male,5,0
O104096,C1414,9/28/2023,Home,149.49,3,448.47,UPI,38,Female,4,0
O104097,C1473,3/3/2023,Home,255.35,3,766.05,PayPal,37,Female,5,0
O104098,C1205,10/5/2023,Clothing,394.29,4,1577.16,PayPal,62,Female,5,0
O104099,C1436,9/18/2023,Home,350.01,3,1050.03,Credit Card,34,Male,4,0
O104100,C1427,3/26/2023,Sports,296.6,2,593.2,PayPal,47,Male,5,1
O104101,C1004,12/8/2023,Books,335.38,4,1341.52,Bank Transfer,52,Female,5,0
O104102,C1465,7/19/2023,Electronics,216.58,1,216.58,Credit Card,60,Male,1,0
O104103,C1427,7/18/2023,Books,7.01,1,7.01,PayPal,19,Male,4,0
O104104,C1042,12/9/2023,Clothing,382.05,4,1528.2,UPI,55,Female,5,0
O104105,C1422,1/14/2023,Electronics,233.46,2,466.92,Credit Card,32,Female,3,0
O104106,C1271,1/29/2023,Books,207.55,2,415.1,Debit Card,41,Male,2,0
O104107,C1151,11/19/2023,Books,149.99,1,149.99,Credit Card,46,Female,4,0
O104108,C1028,8/21/2023,Sports,17.9,1,17.9,PayPal,48,Male,5,0
O104109,C1447,10/26/2023,Sports,85.62,1,85.62,Bank Transfer,45,Male,4,1
O104110,C1026,7/8/2023,Clothing,191.79,1,191.79,Debit Card,38,Female,5,0
O104111,C1009,9/11/2023,Sports,65.56,2,131.12,Bank Transfer,64,Female,2,0
O104112,C1201,3/25/2023,Electronics,377.02,3,1131.06,Bank Transfer,20,Male,1,0
O104113,C1372,7/26/2023,Sports,224.68,3,674.04,PayPal,61,Male,3,0
O104114,C1177,1/10/2023,Books,101.31,2,202.62,Credit Card,19,Female,3,0
O104115,C1372,11/17/2023,Sports,43.27,2,86.54,Bank Transfer,28,Male,4,1
O104116,C1083,10/17/2023,Beauty,201.95,4,807.8,UPI,30,Male,5,0
O104117,C1394,5/15/2023,Electronics,386.53,3,1159.59,Bank Transfer,30,Female,3,0
O104118,C1035,4/10/2023,Clothing,389.18,2,778.36,PayPal,27,Female,2,0
O104119,C1119,2/15/2023,Clothing,159.7,2,319.4,Debit Card,24,Female,4,0
O104120,C1367,3/29/2023,Clothing,9.84,1,9.84,Debit Card,20,Female,5,0
O104121,C1056,8/28/2023,Books,228.17,2,456.34,Credit Card,31,Female,3,0
O104122,C1006,4/15/2023,Clothing,367.71,1,367.71,Credit Card,20,Male,3,0
O104123,C1309,3/25/2023,Electronics,194.32,3,582.96,Bank Transfer,18,Male,5,0
O104124,C1113,8/5/2023,Clothing,327.99,2,655.98,UPI,40,Female,5,0
O104125,C1068,8/28/2023,Sports,37.08,2,74.16,UPI,44,Female,4,0
O104126,C1193,3/4/2023,Clothing,428.89,3,1286.67,PayPal,50,Female,4,0
O104127,C1039,12/8/2023,Books,207.29,3,621.87,Debit Card,32,Female,5,0
O104128,C1136,10/31/2023,Electronics,375.94,2,751.88,PayPal,29,Female,3,0
O104129,C1025,3/14/2023,Sports,245.96,2,491.92,Debit Card,44,Male,4,0
O104130,C1499,2/18/2023,Sports,493.58,4,1974.32,Debit Card,19,Female,4,0
O104131,C1028,5/2/2023,Sports,235.97,4,943.88,PayPal,22,Female,4,0
O104132,C1426,2/22/2023,Sports,23.21,2,46.42,Bank Transfer,34,Male,2,0
O104133,C1475,3/14/2023,Sports,241.2,4,964.8,Bank Transfer,32,Male,5,0
O104134,C1469,4/6/2023,Electronics,151.21,3,453.63,Credit Card,52,Male,5,0
O104135,C1328,2/17/2023,Sports,445.41,2,890.82,UPI,54,Male,4,0
O104136,C1053,11/18/2023,Clothing,255.43,4,1021.72,Debit Card,18,Female,5,0
O104137,C1088,10/21/2023,Books,306.2,3,918.6,Debit Card,20,Female,2,0
O104138,C1402,12/18/2023,Books,314.27,1,314.27,Bank Transfer,51,Male,4,0
O104139,C1389,8/7/2023,Clothing,277.21,4,1108.84,UPI,50,Male,5,0
O104140,C1449,2/28/2023,Books,367.85,4,1471.4,PayPal,40,Female,3,1
O104141,C1210,1/15/2023,Home,104.32,2,208.64,PayPal,47,Female,1,0
O104142,C1492,1/12/2023,Sports,103.93,3,311.79,UPI,63,Female,5,0
O104143,C1207,12/15/2023,Electronics,397.21,1,397.21,Bank Transfer,29,Female,4,0
O104144,C1359,2/1/2023,Sports,221.72,3,665.16,Bank Transfer,18,Male,4,0
O104145,C1461,7/27/2023,Books,94.58,2,189.16,PayPal,54,Male,4,0
O104146,C1187,1/2/2023,Sports,237.34,2,474.68,UPI,54,Male,3,0
O104147,C1044,12/4/2023,Clothing,320.92,2,641.84,PayPal,27,Male,3,1
O104148,C1323,6/28/2023,Home,99.64,3,298.92,PayPal,20,Male,5,0
O104149,C1202,12/14/2023,Beauty,496.47,2,992.94,Debit Card,54,Male,3,0
O104150,C1398,6/21/2023,Books,165.66,2,331.32,Bank Transfer,21,Male,4,0
O104151,C1352,5/16/2023,Sports,408.52,1,408.52,UPI,39,Male,4,1
O104152,C1376,2/7/2023,Books,124.88,4,499.52,PayPal,39,Male,2,0
O104153,C1293,3/13/2023,Home,76.91,1,76.91,UPI,34,Female,3,0
O104154,C1497,8/22/2023,Books,98.99,1,98.99,Credit Card,36,Female,3,0
O104155,C1121,8/9/2023,Books,24.14,4,96.56,UPI,38,Female,4,0
O104156,C1402,10/7/2023,Electronics,221.36,4,885.44,PayPal,41,Male,3,0
O104157,C1457,1/20/2023,Home,488.45,2,976.9,Credit Card,51,Male,5,0
O104158,C1340,10/5/2023,Sports,337.53,1,337.53,UPI,20,Female,5,0
O104159,C1260,5/30/2023,Beauty,309.09,4,1236.36,PayPal,22,Female,4,0
O104160,C1452,11/7/2023,Home,279.96,4,1119.84,UPI,55,Male,4,0
O104161,C1332,2/13/2023,Home,492.64,4,1970.56,Debit Card,63,Female,4,0
O104162,C1321,10/7/2023,Books,37.41,4,149.64,Bank Transfer,25,Male,4,0
O104163,C1356,12/2/2023,Sports,78.08,1,78.08,Credit Card,61,Female,2,0
O104164,C1473,4/2/2023,Clothing,275.68,1,275.68,UPI,43,Female,1,0
O104165,C1230,7/19/2023,Sports,243.39,4,973.56,PayPal,49,Male,4,0
O104166,C1014,11/12/2023,Sports,467.37,4,1869.48,Debit Card,34,Female,4,0
O104167,C1400,2/9/2023,Books,77.7,4,310.8,Credit Card,35,Female,5,0
O104168,C1254,11/9/2023,Books,228.31,3,684.93,Bank Transfer,50,Female,2,0
O104169,C1278,3/18/2023,Books,266.8,3,800.4,UPI,57,Female,5,0
O104170,C1259,9/12/2023,Beauty,468.67,1,468.67,PayPal,49,Male,5,0
O104171,C1164,9/22/2023,Books,323,3,969,PayPal,26,Female,2,0
O104172,C1384,1/20/2023,Beauty,306.68,3,920.04,UPI,38,Female,1,1
O104173,C1349,9/26/2023,Electronics,186.72,1,186.72,Bank Transfer,27,Male,3,0
O104174,C1350,11/17/2023,Clothing,263.32,3,789.96,Debit Card,25,Male,3,0
O104175,C1357,5/18/2023,Electronics,297.13,1,297.13,Debit Card,64,Female,4,0
O104176,C1196,11/14/2023,Home,252.98,2,505.96,Bank Transfer,50,Male,5,0
O104177,C1016,12/11/2023,Electronics,217.16,1,217.16,PayPal,26,Female,2,0
O104178,C1461,10/5/2023,Clothing,47.43,4,189.72,Debit Card,40,Female,1,0
O104179,C1138,5/9/2023,Clothing,193.24,3,579.72,UPI,50,Female,4,0
O104180,C1236,10/31/2023,Sports,467.52,4,1870.08,PayPal,34,Male,3,1
O104181,C1181,11/10/2023,Home,42.99,3,128.97,PayPal,56,Male,4,0
O104182,C1325,3/10/2023,Beauty,348.64,4,1394.56,UPI,33,Female,5,0
O104183,C1405,7/20/2023,Clothing,203.4,4,813.6,PayPal,22,Male,4,0
O104184,C1175,7/27/2023,Clothing,470.9,1,470.9,Debit Card,60,Male,4,1
O104185,C1351,12/15/2023,Home,241.83,4,967.32,PayPal,63,Female,4,0
O104186,C1370,9/5/2023,Clothing,420.05,3,1260.15,Debit Card,27,Female,3,0
O104187,C1086,10/22/2023,Clothing,477.93,3,1433.79,Bank Transfer,21,Male,5,0
O104188,C1445,12/22/2023,Clothing,318.78,2,637.56,Debit Card,37,Female,5,0
O104189,C1053,4/25/2023,Books,425.79,1,425.79,Credit Card,32,Female,4,0
O104190,C1190,7/7/2023,Electronics,390.65,4,1562.6,Bank Transfer,39,Female,5,0
O104191,C1490,7/17/2023,Books,358.4,1,358.4,Debit Card,22,Male,4,0
O104192,C1313,6/14/2023,Sports,275.35,3,826.05,Debit Card,35,Female,4,0
O104193,C1115,1/4/2023,Clothing,228.08,1,228.08,Debit Card,28,Male,4,0
O104194,C1450,12/12/2023,Books,346.91,3,1040.73,UPI,37,Male,4,0
O104195,C1475,2/27/2023,Sports,278.98,4,1115.92,UPI,21,Female,3,0
O104196,C1085,1/25/2023,Clothing,25.13,3,75.39,UPI,26,Female,5,1
O104197,C1298,5/1/2023,Home,495.02,1,495.02,Credit Card,18,Male,2,0
O104198,C1430,7/6/2023,Clothing,394.86,2,789.72,Bank Transfer,27,Female,2,0
O104199,C1046,6/16/2023,Home,366.86,4,1467.44,Bank Transfer,52,Male,5,0
O104200,C1168,6/17/2023,Clothing,367.73,1,367.73,Credit Card,62,Male,5,0
O104201,C1374,3/30/2023,Home,466.14,1,466.14,UPI,39,Male,5,0
O104202,C1419,8/3/2023,Sports,429.8,2,859.6,UPI,26,Male,4,0
O104203,C1122,8/7/2023,Sports,19.64,4,78.56,Debit Card,33,Male,5,0
O104204,C1009,11/14/2023,Home,425.1,3,1275.3,PayPal,42,Male,5,0
O104205,C1146,2/14/2023,Electronics,393.62,1,393.62,Debit Card,29,Male,5,0
O104206,C1234,7/16/2023,Books,493.2,3,1479.6,UPI,30,Male,4,0
O104207,C1357,10/30/2023,Books,368.59,1,368.59,Bank Transfer,62,Male,1,0
O104208,C1310,3/9/2023,Sports,416.08,2,832.16,Credit Card,31,Female,3,0
O104209,C1185,3/8/2023,Clothing,409.9,1,409.9,UPI,59,Female,5,1
O104210,C1206,3/25/2023,Clothing,104.27,3,312.81,Debit Card,42,Female,4,0
O104211,C1214,1/30/2023,Home,318.87,1,318.87,UPI,33,Female,5,0
O104212,C1406,8/19/2023,Books,233.62,1,233.62,Bank Transfer,40,Female,2,0
O104213,C1153,3/27/2023,Clothing,49.93,2,99.86,Bank Transfer,29,Female,5,0
O104214,C1262,6/22/2023,Beauty,289.7,3,869.1,Debit Card,31,Female,2,1
O104215,C1376,10/29/2023,Sports,428.06,3,1284.18,Debit Card,44,Female,3,1
O104216,C1404,12/31/2023,Books,154.69,4,618.76,Debit Card,42,Male,4,0
O104217,C1258,3/7/2023,Home,100.3,2,200.6,UPI,42,Male,2,1
O104218,C1496,2/12/2023,Beauty,45.13,2,90.26,Bank Transfer,27,Female,4,0
O104219,C1014,3/11/2023,Electronics,486.79,1,486.79,Credit Card,35,Male,4,0
O104220,C1080,6/7/2023,Home,255.55,1,255.55,PayPal,28,Male,4,0
O104221,C1038,5/2/2023,Clothing,14.27,1,14.27,Credit Card,48,Female,4,0
O104222,C1445,6/12/2023,Electronics,193.63,1,193.63,PayPal,47,Male,5,0
O104223,C1166,6/24/2023,Sports,245.44,3,736.32,Credit Card,50,Male,5,0
O104224,C1325,11/21/2023,Sports,63.86,2,127.72,UPI,64,Male,5,0
O104225,C1350,2/21/2023,Home,427.19,1,427.19,Debit Card,57,Female,5,0
O104226,C1436,9/24/2023,Books,147.51,1,147.51,UPI,63,Female,4,0
O104227,C1198,10/28/2023,Books,302.3,3,906.9,Bank Transfer,55,Male,5,0
O104228,C1256,12/20/2023,Clothing,437.99,4,1751.96,Bank Transfer,53,Female,4,0
O104229,C1461,11/23/2023,Sports,211.58,4,846.32,Debit Card,20,Female,5,0
O104230,C1077,1/4/2023,Clothing,440.59,2,881.18,Debit Card,32,Male,5,0
O104231,C1471,7/8/2023,Home,419.91,2,839.82,PayPal,31,Male,4,0
O104232,C1270,4/22/2023,Clothing,388.04,3,1164.12,UPI,28,Male,3,0
O104233,C1378,3/10/2023,Clothing,72.78,4,291.12,Credit Card,27,Male,4,0
O104234,C1103,11/7/2023,Clothing,173.44,1,173.44,Credit Card,45,Female,5,0
O104235,C1320,2/17/2023,Electronics,92.14,4,368.56,Bank Transfer,18,Male,4,0
O104236,C1454,2/16/2023,Books,379.01,1,379.01,PayPal,31,Female,3,0
O104237,C1135,9/8/2023,Clothing,355.93,2,711.86,PayPal,53,Female,5,0
O104238,C1177,1/13/2023,Books,395.05,2,790.1,PayPal,55,Female,3,0
